 ;De 16 a 19 años;;;De 20 a 24 años;;;De 25 a 34 años;;;De 35 a 44 años;;;De 45 a 54 años;;;55 y más años;;
 ;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres
01 Andalucía;;;;;;;;;;;;;;;;;;
    2015T1;1.9;1.2;0.7;5.2;2.2;3.0;13.5;7.9;5.7;14.3;6.9;7.4;10.1;4.7;5.4;3.0;1.2;1.7
    2014T4;1.8;1.1;0.7;5.7;3.2;2.5;14.0;8.2;5.8;13.4;7.2;6.2;8.4;4.3;4.1;3.0;1.1;1.9
    2014T3;3.2;2.2;1.0;5.9;3.6;2.3;11.7;6.6;5.1;12.2;6.2;6.0;8.7;5.1;3.6;4.5;2.5;2.1
    2014T2;2.7;1.6;1.1;6.1;3.8;2.3;15.9;7.4;8.5;10.6;5.3;5.3;9.4;5.8;3.7;4.7;2.4;2.3
    2014T1;2.0;1.5;0.5;7.4;4.6;2.8;17.1;8.5;8.6;13.5;5.1;8.4;8.4;4.2;4.2;5.5;3.2;2.3
    2013T4;2.0;0.9;1.1;6.7;3.6;3.1;16.0;8.3;7.7;13.3;6.1;7.2;8.9;4.9;4.0;4.2;2.4;1.7
    2013T3;2.0;1.0;1.0;8.8;4.7;4.0;19.6;11.2;8.4;12.6;5.1;7.5;9.6;5.3;4.3;4.0;2.8;1.2
    2013T2;1.3;0.9;0.4;8.1;3.9;4.2;19.3;11.2;8.1;12.8;6.2;6.6;12.7;7.4;5.3;3.6;2.1;1.5
    2013T1;0.7;0.4;0.3;6.5;3.0;3.5;19.8;9.5;10.3;15.1;6.6;8.5;14.0;8.5;5.5;3.9;2.4;1.5
    2012T4;1.1;0.6;0.6;7.7;3.4;4.3;17.1;8.6;8.5;13.9;6.8;7.1;10.6;7.0;3.6;4.1;2.5;1.6
    2012T3;2.6;1.1;1.5;4.1;1.9;2.1;11.9;6.5;5.4;13.6;8.0;5.6;10.8;7.1;3.7;4.8;2.6;2.3
    2012T2;2.0;1.1;0.9;6.6;3.4;3.2;18.1;10.1;8.0;14.5;9.0;5.5;8.1;5.8;2.3;3.0;1.8;1.2
    2012T1;1.3;0.9;0.4;6.9;3.6;3.3;16.4;8.2;8.2;14.6;9.1;5.5;9.1;5.5;3.6;3.1;1.6;1.5
    2011T4;1.0;0.3;0.7;5.9;2.8;3.0;14.0;7.4;6.6;13.4;6.8;6.5;7.0;4.1;2.9;2.6;1.4;1.3
    2011T3;2.2;0.7;1.5;4.9;1.9;3.0;12.7;7.3;5.4;9.7;5.4;4.3;6.7;3.7;3.0;1.6;1.3;0.3
    2011T2;2.8;1.0;1.8;4.4;2.1;2.3;12.7;6.7;6.0;11.2;7.0;4.1;7.6;4.4;3.2;2.6;1.2;1.4
    2011T1;1.7;0.7;1.0;5.0;2.2;2.8;14.4;7.4;7.0;10.1;5.0;5.1;8.2;5.1;3.1;4.2;2.5;1.7
    2010T4;1.6;0.9;0.7;5.4;2.7;2.7;12.0;6.2;5.8;8.9;4.9;4.1;7.0;4.6;2.5;2.3;1.2;1.1
    2010T3;1.7;1.1;0.6;6.1;3.1;3.0;15.0;6.8;8.2;8.3;3.6;4.8;6.1;2.9;3.2;2.6;1.4;1.2
    2010T2;2.1;0.8;1.3;6.8;3.3;3.5;10.8;5.5;5.3;7.1;3.4;3.7;6.6;4.3;2.2;2.0;1.3;0.7
    2010T1;1.4;0.5;0.9;5.2;2.8;2.4;12.3;8.3;4.0;8.6;4.6;4.0;8.0;5.2;2.8;3.2;2.2;1.1
    2009T4;1.0;0.5;0.5;5.4;2.4;3.0;10.0;5.9;4.1;9.0;4.6;4.4;5.4;2.8;2.7;2.1;1.1;1.1
    2009T3;2.8;2.2;0.5;5.1;3.0;2.1;9.7;5.0;4.7;7.9;3.3;4.6;5.2;2.7;2.5;1.9;0.7;1.2
    2009T2;4.9;2.7;2.2;6.1;2.8;3.3;9.5;5.3;4.1;9.1;3.2;5.9;6.7;4.5;2.2;2.1;1.2;1.0
    2009T1;3.2;1.3;1.8;4.3;2.9;1.3;9.9;5.4;4.5;7.2;3.0;4.2;7.2;4.7;2.5;1.8;0.7;1.2
    2008T4;2.6;1.1;1.5;3.4;2.6;0.8;8.1;3.7;4.4;5.7;2.4;3.3;4.8;2.9;1.9;1.1;0.2;0.9
    2008T3;3.0;1.8;1.3;2.5;1.4;1.1;7.6;2.7;4.9;4.5;1.5;3.1;4.0;1.9;2.1;1.4;0.4;1.0
    2008T2;1.6;0.8;0.8;3.1;1.3;1.8;5.4;3.3;2.1;3.3;0.5;2.8;3.7;2.3;1.4;1.2;0.5;0.7
    2008T1;1.8;0.8;1.0;2.9;1.1;1.8;6.3;4.0;2.2;4.5;1.5;3.0;3.4;1.8;1.5;0.6;0.2;0.4
    2007T4;0.6;0.0;0.5;1.5;0.9;0.6;4.8;3.1;1.8;3.8;1.5;2.3;1.9;1.1;0.8;0.6;0.4;0.2
    2007T3;0.8;0.2;0.6;2.6;1.0;1.6;3.8;1.6;2.2;2.8;0.9;1.9;2.7;1.1;1.6;0.5;0.3;0.2
    2007T2;2.1;0.9;1.2;3.1;0.7;2.4;5.0;1.7;3.3;2.3;0.8;1.5;2.5;0.6;1.9;1.2;0.2;1.0
    2007T1;1.2;0.6;0.6;1.7;1.1;0.6;5.7;1.9;3.7;3.7;1.0;2.7;2.5;0.6;1.9;1.2;0.3;0.9
    2006T4;0.9;0.3;0.6;2.5;1.0;1.6;4.8;1.0;3.8;3.4;1.3;2.2;1.7;0.5;1.3;0.6;0.1;0.5
    2006T3;1.0;0.5;0.5;3.3;1.8;1.6;3.9;1.3;2.6;4.0;1.5;2.5;2.2;1.2;1.0;0.8;0.1;0.7
    2006T2;1.1;0.7;0.3;2.8;1.6;1.1;4.3;1.9;2.3;4.9;2.5;2.4;2.9;2.2;0.7;1.1;0.5;0.7
    2006T1;0.7;0.1;0.6;4.2;2.7;1.5;9.0;4.5;4.4;2.3;1.1;1.3;1.1;1.3;1.1;1.4;0.5;0.9
16 País Vasco;;;;;;;;;;;;;;;;;;
    2020T4;2.1;1.6;2.1;16.1;9.1;7.0;24.6;11.5;13.1;23.8;7.7;16.1;21.9;9.7;12.2;13.4;7.2;6.1
    2020T3;4.7;3.3;1.5;19.2;10.4;8.8;24.9;12.3;12.6;21.7;7.0;14.7;17.6;8.9;8.7;18.0;10.7;7.3
    2020T2;1.7;0.9;0.8;12.2;5.6;6.6;19.1;8.2;10.9;24.2;9.1;15.1;19.9;8.8;11.1;13.3;7.7;5.6
    2020T1;1.3;0.8;0.5;9.7;4.7;5.0;19.8;9.3;10.5;25.0;10.3;14.7;20.3;10.3;10.0;12.8;7.7;5.0
    2019T4;2.7;1.4;1.3;11.0;5.9;5.0;18.6;8.0;10.6;19.2;9.0;10.2;24.3;10.8;13.5;17.5;10.2;7.2
    2019T3;4.9;2.0;2.8;12.7;7.6;5.2;17.1;7.0;10.1;21.3;9.1;12.2;22.2;9.1;13.1;16.7;9.2;7.5
    2019T2;2.9;1.9;1.0;10.2;5.6;4.6;22.5;14.6;7.9;19.7;8.6;11.1;16.4;8.6;7.8;17.7;12.4;5.3
    2019T1;3.0;1.4;1.6;14.5;6.4;8.0;23.6;14.0;9.7;18.2;6.0;12.2;22.7;10.5;12.2;17.6;10.3;7.3
    2018T4;2.3;0.8;1.5;10.3;5.2;5.1;23.9;13.8;10.1;25.3;10.9;14.4;20.0;9.1;10.9;16.9;9.5;7.4
    2018T3;1.6;0.8;0.9;13.8;7.8;6.0;23.2;12.3;10.9;19.1;8.8;10.4;23.4;13.7;9.7;14.6;8.7;5.9
    2018T2;3.5;1.6;1.9;11.3;7.0;4.3;24.5;13.7;10.8;25.4;12.4;13.0;25.1;14.8;10.3;14.8;9.0;5.8
    2018T1;1.1;1.0;0.2;12.7;6.4;6.4;23.6;10.9;12.7;27.4;14.4;12.9;28.1;14.8;13.3;17.2;9.1;8.1
    2017T4;1.9;1.2;0.7;11.3;4.3;7.0;22.9;11.5;11.3;29.7;16.4;13.4;26.9;14.7;12.2;15.6;8.6;7.0
    2017T3;3.2;1.9;1.3;14.5;6.8;7.7;30.9;13.5;17.4;27.6;13.2;14.3;27.9;14.4;13.5;14.3;8.2;6.1
    2017T2;2.3;0.9;1.4;10.1;5.4;4.7;27.0;11.2;15.8;29.2;13.7;15.5;29.8;13.8;16.0;15.9;8.7;7.2
    2017T1;2.1;1.9;0.3;10.4;6.7;3.7;31.6;15.3;16.4;28.9;12.1;16.7;29.2;13.1;16.1;18.1;8.7;9.3
    2016T4;3.5;2.5;1.0;11.1;5.6;5.6;33.0;16.2;16.8;29.9;14.6;15.3;28.4;14.6;13.8;20.3;11.7;8.6
    2016T3;3.9;1.5;2.4;16.9;7.9;9.0;34.0;15.9;18.1;30.6;12.9;17.7;31.3;16.7;14.6;16.5;7.4;9.2
    2016T2;4.6;2.5;2.2;13.2;8.6;4.6;34.2;16.4;17.8;30.2;13.9;16.3;30.5;16.8;13.7;15.9;9.2;6.8
    2016T1;2.5;0.6;1.9;11.3;7.2;4.1;38.1;17.6;20.5;33.8;17.1;16.7;29.7;17.2;12.5;16.2;8.9;7.3
    2015T4;2.0;0.8;1.2;17.5;8.9;8.5;35.4;18.3;17.2;32.6;15.5;17.1;29.3;14.6;14.7;15.6;8.6;7.0
    2015T3;2.7;2.2;0.5;17.4;10.3;7.1;38.9;20.2;18.7;35.7;16.3;19.5;31.4;19.3;12.0;13.6;5.9;7.7
    2015T2;4.4;3.0;1.3;16.1;9.4;6.6;38.2;20.9;17.4;50.5;25.7;24.7;40.5;23.0;17.5;14.8;7.3;7.5
    2015T1;2.3;1.5;0.8;15.6;8.7;6.9;42.0;21.1;20.9;53.0;28.7;24.2;43.6;25.2;18.4;14.7;7.9;6.8
    2014T4;3.0;2.3;0.7;17.0;8.2;8.8;46.1;23.9;22.2;51.2;27.4;23.8;40.8;21.8;18.9;16.0;9.4;6.6
    2014T3;2.6;1.7;0.9;17.1;9.3;7.8;42.0;20.6;21.4;44.7;21.8;23.0;35.9;20.1;15.8;12.8;8.0;4.7
    2014T2;3.5;2.0;1.5;16.1;9.1;7.0;45.3;24.8;20.5;49.4;27.8;21.6;39.8;19.8;20.1;13.3;9.1;4.1
    2014T1;1.5;0.3;1.2;21.7;11.3;10.4;48.8;26.3;22.5;48.4;24.8;23.6;42.4;22.7;19.7;16.2;10.1;6.1
    2013T4;3.7;0.9;2.8;20.3;12.6;7.7;45.3;22.4;22.9;50.4;24.8;25.6;38.0;21.3;16.7;15.7;10.0;5.7
    2013T3;3.8;0.5;3.3;18.7;10.4;8.3;48.2;23.1;25.1;43.5;21.7;21.8;40.5;22.9;17.5;15.0;8.6;6.3
    2013T2;5.1;3.1;2.0;20.2;13.2;7.1;48.0;28.0;20.0;43.3;20.8;22.5;40.2;22.0;18.2;13.2;7.5;5.6
    2013T1;7.1;3.5;3.6;19.9;11.9;8.0;51.7;30.5;21.1;48.5;21.0;27.5;37.8;23.8;14.1;16.4;7.9;8.4
    2012T4;5.8;2.3;3.5;21.5;12.0;9.5;52.7;31.5;21.2;49.8;23.3;26.5;33.8;18.5;15.4;13.6;7.1;6.5
    2012T3;5.2;2.4;2.8;20.2;11.5;8.7;50.6;28.5;22.1;42.8;22.7;20.1;38.9;21.2;17.7;15.1;7.1;8.0
    2012T2;3.5;1.0;2.5;24.3;12.4;11.9;43.6;23.7;20.0;45.7;22.2;23.5;33.0;18.9;14.0;14.7;7.2;7.5
    2012T1;2.7;1.5;1.2;19.1;10.3;8.7;45.8;26.3;19.5;39.2;21.3;17.9;29.8;15.2;14.6;16.1;8.6;7.5
    2011T4;4.2;1.2;3.0;19.5;8.8;10.7;42.5;22.1;20.5;34.7;17.0;17.6;30.0;16.1;13.9;13.2;6.7;6.4
    2011T3;4.4;2.5;2.0;21.8;10.0;11.8;39.1;21.7;17.4;33.8;18.6;15.3;24.2;11.5;12.8;13.1;6.4;6.7
    2011T2;3.9;3.0;0.9;18.4;8.5;9.9;38.7;19.4;19.3;34.9;17.2;17.7;22.9;12.2;10.8;9.7;4.6;5.1
    2011T1;2.7;1.9;0.9;16.0;7.7;8.3;42.1;23.2;18.9;36.1;19.5;16.5;22.8;11.2;11.6;10.3;4.9;5.3
    2010T4;1.9;1.1;0.8;18.2;10.0;8.2;42.3;22.4;19.9;30.0;15.7;14.2;18.2;9.0;9.2;8.1;4.2;3.9
    2010T3;3.0;2.3;0.7;16.0;10.3;5.7;41.2;19.3;21.9;23.7;15.3;8.5;16.9;8.8;8.1;7.3;3.1;4.2
    2010T2;4.4;2.2;2.2;17.1;9.4;7.7;34.8;16.4;18.4;28.9;15.4;13.5;20.6;11.9;8.7;9.3;4.2;5.1
    2010T1;3.8;1.6;2.2;17.1;9.1;8.1;40.6;22.0;18.6;28.3;13.0;15.3;20.8;12.4;8.4;8.0;4.1;3.8
    2009T4;3.4;0.8;2.6;24.4;14.1;10.4;41.2;23.6;17.6;31.8;14.3;17.5;19.8;11.3;8.5;9.8;3.9;5.9
    2009T3;4.1;2.7;1.4;20.0;11.1;8.9;40.4;22.7;17.6;27.1;15.4;11.7;28.2;14.1;14.2;7.1;3.7;3.4
    2009T2;5.8;3.6;2.2;16.2;10.9;5.3;35.4;17.6;17.8;25.7;14.0;11.7;23.3;12.9;10.4;9.1;5.0;4.0
    2009T1;5.7;2.7;2.9;17.9;10.2;7.8;35.3;17.6;17.6;25.2;13.5;11.7;22.3;13.0;9.3;7.8;4.0;3.8
    2008T4;4.6;2.1;2.5;13.5;5.8;7.7;31.9;17.4;14.5;23.3;13.1;10.2;13.8;6.9;6.9;4.8;2.4;2.5
    2008T3;6.0;3.0;3.1;11.1;6.2;4.9;23.1;11.6;11.5;15.9;7.7;8.1;9.8;5.1;4.7;4.7;2.5;2.2
    2008T2;3.6;1.9;1.8;12.5;5.0;7.5;15.9;9.5;6.4;15.1;5.5;9.6;11.2;4.4;6.9;4.0;1.4;2.6
    2008T1;4.5;1.9;2.7;6.9;2.9;4.0;19.4;10.6;8.8;14.8;6.9;7.9;13.0;4.0;9.1;3.2;1.5;1.7
    2007T4;2.8;0.7;2.1;11.8;6.3;5.4;18.8;7.3;11.5;13.6;6.8;6.8;11.4;4.2;7.2;4.9;1.8;3.1
    2007T3;2.5;0.3;2.1;10.6;5.3;5.4;22.0;11.8;10.2;14.9;5.8;9.1;10.7;3.8;6.9;4.9;2.9;2.0
    2007T2;4.9;2.7;2.2;10.6;6.3;4.3;19.0;9.3;9.7;13.3;5.6;7.7;14.1;5.1;9.0;4.3;2.4;1.9
    2007T1;4.1;1.5;2.6;9.3;5.0;4.4;21.0;9.8;11.2;19.4;8.2;11.2;11.7;4.0;7.7;5.0;2.9;2.2
    2006T4;7.5;3.3;4.2;11.7;4.7;7.0;21.6;9.7;11.9;16.3;5.8;10.5;12.5;4.0;8.5;4.9;2.9;2.0
    2006T3;5.7;3.4;2.2;11.2;7.2;4.0;24.9;9.5;15.4;16.8;8.6;8.2;8.6;3.5;5.1;4.9;2.8;2.0
    2006T2;7.3;3.9;3.4;11.9;6.5;5.4;26.8;11.6;15.2;15.7;6.7;9.0;11.0;5.9;5.1;4.7;2.3;2.4
    2006T1;3.7;1.8;2.0;16.7;8.8;8.0;31.2;11.7;19.5;17.7;8.8;8.9;11.2;5.4;5.8;2.2;0.6;1.6
17 Rioja, La;;;;;;;;;;;;;;;;;;
    2020T4;0.7;0.4;0.4;1.6;1.0;0.6;4.6;1.8;2.7;3.3;1.0;2.3;3.9;1.6;2.3;2.2;0.7;1.5
    2020T3;0.7;0.5;0.1;2.8;1.5;1.3;3.8;1.2;2.6;4.3;1.8;2.5;3.6;1.6;2.1;2.6;1.1;1.4
    2020T2;0.5;0.3;0.3;1.8;1.0;0.8;4.3;2.8;1.5;2.4;1.1;1.3;3.8;2.3;1.5;2.2;1.0;1.3
    2020T1;0.5;0.5;0.2;1.5;0.5;1.0;4.1;1.7;2.5;3.3;1.3;2.0;4.8;2.3;2.5;3.3;1.5;1.8
    2019T4;0.3;0.2;0.1;1.5;0.8;0.7;2.8;2.0;0.8;3.6;1.9;1.6;4.2;2.1;2.1;3.1;1.5;1.5
    2019T3;0.8;0.7;0.1;2.1;1.2;0.9;2.1;1.2;0.9;3.1;1.9;1.1;2.9;1.4;1.6;3.0;1.7;1.2
    2019T2;0.8;0.6;0.2;1.5;0.8;0.8;2.5;1.5;1.0;3.8;1.5;2.3;3.5;1.5;2.0;3.3;2.4;1.0
    2019T1;0.8;0.4;0.4;2.0;1.3;0.8;3.5;2.0;1.5;3.5;1.1;2.5;3.6;1.4;2.2;3.8;2.3;1.5
    2018T4;0.1;0.1;0.3;2.2;1.0;1.2;3.8;2.1;1.8;3.7;1.4;2.3;2.9;0.9;2.0;3.2;2.1;1.2
    2018T3;0.7;0.5;0.2;1.3;0.4;0.8;3.5;1.8;1.6;3.2;1.1;2.1;2.6;1.0;1.6;3.7;2.1;1.6
    2018T2;0.6;0.5;0.1;1.8;0.9;0.9;4.3;2.1;2.1;2.9;1.2;1.8;3.8;0.9;2.9;3.0;1.5;1.6
    2018T1;0.7;0.3;0.4;1.5;0.9;0.6;3.9;2.4;1.5;3.6;1.5;2.1;4.1;1.4;2.7;2.9;1.5;1.4
    2017T4;0.8;0.3;0.4;1.7;0.8;0.9;3.9;2.1;1.8;4.3;1.9;2.4;4.8;1.5;3.3;2.2;1.2;1.0
    2017T3;0.9;0.2;0.7;2.3;1.3;1.0;4.4;1.9;2.5;3.9;1.9;2.0;5.4;2.6;2.8;2.1;1.2;1.0
    2017T2;0.3;0.2;0.3;1.8;0.5;1.3;4.6;1.7;2.9;3.7;1.7;1.9;4.1;1.6;2.5;2.1;0.6;1.5
    2017T1;0.7;0.3;0.4;1.8;0.8;1.0;5.1;2.6;2.6;4.5;1.4;3.1;5.1;1.7;3.4;2.8;1.4;1.4
    2016T4;0.5;0.1;0.4;1.2;0.8;0.4;4.5;2.8;1.8;4.3;1.8;2.4;4.0;1.1;2.9;2.2;0.9;1.3
    2016T3;1.4;0.6;0.8;1.6;1.1;0.6;4.9;2.3;2.6;5.8;3.1;2.7;4.4;2.2;2.2;2.7;1.4;1.3
    2016T2;1.6;0.5;1.2;2.4;1.8;0.6;5.3;2.5;2.8;4.5;1.6;2.8;6.9;2.8;4.2;3.0;1.4;1.7
    2016T1;0.6;0.2;0.4;2.5;1.8;0.7;4.5;2.5;2.0;5.4;2.7;2.8;6.0;2.9;3.1;2.8;1.9;0.9
    2015T4;0.7;0.4;0.3;1.9;1.3;0.7;4.7;2.6;2.1;5.3;2.3;3.0;5.5;3.3;2.2;3.3;2.1;1.2
    2015T3;1.2;0.7;0.5;2.1;1.5;0.6;4.6;2.0;2.6;4.6;1.6;3.0;4.8;3.1;1.7;3.3;2.4;0.9
    2015T2;1.4;0.4;1.0;2.6;1.8;0.9;5.3;2.0;3.2;6.5;2.2;4.3;5.5;2.8;2.7;4.2;2.6;1.6
    2015T1;1.2;0.3;0.9;3.1;1.8;1.3;5.8;2.3;3.5;7.6;3.0;4.6;5.7;3.0;2.6;3.7;1.8;1.9
    2014T4;0.5;0.2;0.4;3.6;1.9;1.7;4.9;2.1;2.7;7.3;2.8;4.5;7.3;3.3;4.0;2.9;1.2;1.7
    2014T3;1.9;0.9;1.0;3.6;1.9;1.7;5.3;2.6;2.7;7.2;3.8;3.4;7.5;3.1;4.4;3.5;1.9;1.6
    2014T2;1.4;0.6;0.8;2.6;1.8;0.8;4.9;2.2;2.6;7.9;3.5;4.5;7.6;3.1;4.5;3.4;1.9;1.5
    2014T1;1.1;0.5;0.7;3.9;2.3;1.6;5.6;2.2;3.4;8.7;4.2;4.5;8.3;3.7;4.6;2.9;1.4;1.4
    2013T4;1.1;0.3;0.8;3.4;1.7;1.7;6.2;3.1;3.1;9.8;5.2;4.6;8.2;3.5;4.7;3.1;1.4;1.8
    2013T3;0.9;0.3;0.6;4.0;2.2;1.8;7.8;4.7;3.2;9.6;5.0;4.6;5.4;2.4;3.0;3.3;1.9;1.4
    2013T2;1.5;0.6;0.9;4.1;2.4;1.7;6.8;3.8;3.0;9.4;5.0;4.4;6.6;3.0;3.6;3.8;2.9;0.9
    2013T1;0.8;0.5;0.3;2.5;1.1;1.4;7.9;4.2;3.8;10.0;5.5;4.5;5.5;2.5;3.0;2.9;1.7;1.2
    2012T4;0.8;0.5;0.4;2.4;1.3;1.1;8.1;5.0;3.2;8.2;4.2;4.1;6.3;2.9;3.4;3.4;2.1;1.3
    2012T3;0.9;0.8;0.1;4.6;2.0;2.6;8.5;4.6;3.9;8.2;3.8;4.4;6.4;2.9;3.4;3.9;2.4;1.6
    2012T2;1.9;1.2;0.8;5.0;2.2;2.9;10.1;5.8;4.3;8.9;3.9;5.1;7.3;3.7;3.6;3.6;2.3;1.3
    2012T1;1.6;0.6;1.0;5.2;2.6;2.6;7.8;3.8;4.0;7.4;3.7;3.8;7.8;3.7;4.1;2.4;1.4;1.0
    2011T4;1.6;0.8;0.7;3.3;1.6;1.8;7.7;3.8;3.9;8.3;4.5;3.8;7.6;3.7;3.9;1.6;1.2;0.4
    2011T3;1.8;0.6;1.3;4.5;1.8;2.7;7.6;3.5;4.0;7.7;4.3;3.4;6.0;4.1;1.9;1.6;1.0;0.6
    2011T2;2.1;0.7;1.4;3.5;2.0;1.5;7.1;3.5;3.6;7.0;3.8;3.2;6.0;4.2;1.8;1.1;0.9;0.1
    2011T1;2.2;1.2;1.0;2.7;1.3;1.4;7.2;3.4;3.9;8.6;4.7;3.9;3.9;2.8;1.1;0.8;0.5;0.3
    2010T4;1.1;0.5;0.7;2.8;1.1;1.7;7.0;4.1;2.9;7.5;3.7;3.8;4.3;2.7;1.6;2.1;0.8;1.3
    2010T3;1.9;1.1;0.8;3.0;1.4;1.6;6.2;2.6;3.6;5.7;3.5;2.1;4.1;2.7;1.4;1.9;0.9;1.0
    2010T2;1.9;1.0;1.0;1.7;1.0;0.7;4.5;2.0;2.5;5.8;3.2;2.7;3.7;2.1;1.6;1.6;0.5;1.2
    2010T1;2.0;0.9;1.0;2.1;1.5;0.5;5.8;2.9;2.9;7.8;4.2;3.6;3.9;1.7;2.2;2.1;0.8;1.3
    2009T4;1.9;0.9;0.9;3.0;2.1;0.9;4.4;2.6;1.8;7.0;4.0;3.0;3.9;1.5;2.4;2.1;1.2;1.0
    2009T3;2.3;1.0;1.3;2.8;2.0;0.8;5.0;3.5;1.5;5.1;2.9;2.2;3.5;1.6;1.9;2.1;0.8;1.3
    2009T2;1.6;1.1;0.5;3.2;1.8;1.4;6.1;4.4;1.7;5.3;2.9;2.4;3.2;1.5;1.7;1.1;0.6;0.5
    2009T1;1.9;1.2;0.7;2.9;1.4;1.5;5.3;3.4;1.9;4.6;2.7;1.9;2.4;1.2;1.1;1.2;0.8;0.4
    2008T4;1.5;1.0;0.6;2.5;0.9;1.6;3.7;2.4;1.4;4.2;2.4;1.8;3.0;0.9;2.0;1.1;0.4;0.7
    2008T3;1.8;1.4;0.4;2.2;0.6;1.6;3.9;1.6;2.3;4.1;2.1;1.9;1.0;0.6;0.4;0.5;0.3;0.3
    2008T2;1.0;0.5;0.4;1.7;0.7;1.0;3.4;1.7;1.6;3.1;1.4;1.6;1.3;0.8;0.5;0.7;0.4;0.3
    2008T1;1.0;0.1;0.9;1.5;0.9;0.6;2.4;0.9;1.5;4.1;1.8;2.3;1.1;0.4;0.7;0.4;0.2;0.2
    2007T4;1.0;0.4;0.6;2.0;1.1;0.9;1.9;0.4;1.5;2.3;1.0;1.3;1.6;0.4;1.2;0.7;0.5;0.1
    2007T3;1.0;0.5;0.5;1.1;0.5;0.5;3.9;1.8;2.1;1.5;0.6;0.9;0.6;0.3;0.2;0.4;0.1;0.2
    2007T2;0.9;0.5;0.3;2.4;0.8;1.5;2.4;0.7;1.7;1.0;0.5;0.5;0.8;0.2;0.6;0.5;0.4;0.1
    2007T1;1.0;0.4;0.6;1.5;0.5;1.0;3.9;1.9;2.0;1.7;0.4;1.3;1.8;0.7;1.1;0.5;0.4;0.1
    2006T4;0.8;0.7;0.1;2.5;0.9;1.6;4.2;2.0;2.2;1.6;0.8;0.7;1.4;0.4;1.0;0.2;0.2;0.2
    2006T3;0.5;0.2;0.3;1.5;0.5;1.0;3.1;1.8;1.4;2.1;1.5;0.6;1.2;0.6;0.5;0.4;0.2;0.3
    2006T2;0.6;0.3;0.3;1.1;0.7;0.5;3.1;1.5;1.6;2.3;1.6;0.7;1.5;0.5;1.1;0.5;0.3;0.2
    2006T1;1.0;0.5;0.5;1.0;0.3;0.8;4.0;2.1;2.0;1.7;0.7;1.0;0.7;0.1;0.6;0.5;0.3;0.2
18 Ceuta;;;;;;;;;;;;;;;;;;
    2020T4;0.3;0.2;0.3;2.2;1.0;1.2;3.0;2.0;1.0;1.6;0.5;1.1;2.1;0.8;1.3;0.7;0.6;0.2
    2020T3;0.3;0.1;0.2;1.8;0.9;0.9;2.6;1.1;1.5;1.8;0.6;1.2;2.0;1.2;0.8;1.4;1.0;0.5
    2020T2;0.3;0.2;0.1;1.5;0.8;0.6;1.4;0.5;0.9;1.2;0.5;0.7;1.4;0.8;0.6;1.5;1.0;0.6
    2020T1;0.3;0.2;0.1;1.2;0.9;0.3;2.1;1.1;0.9;1.9;0.6;1.2;2.2;1.1;1.1;1.5;1.0;0.5
    2019T4;0.4;0.1;0.2;1.4;1.0;0.5;2.3;1.6;0.7;2.8;1.3;1.5;2.4;1.1;1.3;1.4;0.8;0.6
    2019T3;0.5;0.1;0.4;1.3;1.0;0.3;3.4;2.0;1.4;2.1;0.6;1.5;2.3;1.2;1.1;1.5;0.9;0.6
    2019T2;0.4;0.1;0.2;1.5;1.0;0.5;2.5;1.5;1.0;1.7;0.7;1.0;1.9;0.8;1.1;1.3;1.0;0.4
    2019T1;0.4;0.1;0.3;1.3;0.7;0.6;2.1;1.3;0.9;1.6;0.7;0.9;1.7;0.4;1.3;1.4;0.6;0.8
    2018T4;0.4;0.1;0.3;1.3;0.5;0.8;1.9;1.0;0.9;1.8;1.1;0.8;2.2;0.6;1.6;1.0;0.5;0.5
    2018T3;0.4;0.1;0.2;2.2;1.0;1.2;3.0;1.2;1.8;2.3;0.7;1.5;2.6;1.1;1.5;1.5;0.6;0.9
    2018T2;0.1;0.1;0.1;2.2;0.9;1.2;3.3;1.1;2.2;3.1;1.4;1.7;2.2;1.3;0.9;1.0;0.7;0.4
    2018T1;0.1;0.1;0.2;1.1;0.4;0.8;3.9;1.5;2.4;3.4;1.4;2.0;1.8;0.9;0.9;1.8;0.9;0.9
    2017T4;0.1;0.1;0.1;1.1;0.3;0.8;2.8;1.0;1.8;2.6;1.0;1.5;2.0;1.0;1.0;1.2;0.7;0.4
    2017T3;0.2;0.2;0.1;1.2;0.4;0.8;2.9;0.9;2.0;1.6;0.5;1.2;1.3;0.6;0.7;1.1;0.6;0.5
    2017T2;0.1;0.1;0.1;1.0;0.4;0.6;1.7;0.8;0.9;1.7;0.6;1.1;0.7;0.4;0.2;1.0;0.4;0.6
    2017T1;0.3;0.3;0.1;1.4;0.7;0.7;2.0;0.8;1.2;2.5;0.9;1.5;1.6;1.2;0.5;0.9;0.6;0.2
    2016T4;0.2;0.2;0.2;1.5;0.8;0.7;2.3;1.0;1.2;2.4;1.1;1.3;1.0;0.6;0.5;0.6;0.3;0.3
    2016T3;0.6;0.4;0.2;1.4;0.8;0.6;2.8;1.1;1.8;2.0;0.6;1.4;1.1;0.5;0.6;1.0;0.6;0.5
